Year,agencyName,service,Activity,dollars
2020,Office of Homeless Services,Permanent Housing for the Homeless,HOPWA Rental and Short-Term Housing Assistance,352245
2020,Office of Homeless Services,Permanent Housing for the Homeless,HOPWA Support Services,0
2020,Office of Homeless Services,Permanent Housing for the Homeless,HOPWA Permanent Housing Placement,0
2020,Office of Homeless Services,Permanent Housing for the Homeless,SVdP Home Connections,446218
2020,Office of Homeless Services,Permanent Housing for the Homeless,Calverton Residence,0
2020,Office of Homeless Services,Permanent Housing for the Homeless,Homeward Bound Expansion,0
2020,Office of Homeless Services,Permanent Housing for the Homeless,Permanent Housing for Veterans,0
2020,Office of Homeless Services,Permanent Housing for the Homeless,Rapid Re-Housing,66224
2020,Office of Homeless Services,Permanent Housing for the Homeless,Rental Assistance Multi-Grant,0
2020,Office of Information and Technology,Administration,Administration,1505834
2020,Office of Information and Technology,Administration,Fiscal Services,438450
2020,Office of Information and Technology,Administration,Human Capital,360666
2020,Office of Information and Technology,Enterprise Innovation and Application Services,Application Support,852374
2020,Office of Information and Technology,Enterprise Innovation and Application Services,Website,0
2020,Office of Information and Technology,Enterprise Innovation and Application Services,Project Management Office,914979
2020,Office of Information and Technology,Enterprise Innovation and Application Services,Mainframe,2079495
2020,Office of Information and Technology,Enterprise Innovation and Application Services,Data Warehouse,762846
2020,Office of Information and Technology,Enterprise Innovation and Application Services,GIS,372425
2020,Office of Information and Technology,Enterprise Innovation and Application Services,Contract Repository,0
2020,Office of Information and Technology,Enterprise Innovation and Application Services,Digital Transformation,10981
2020,Office of Information and Technology,Enterprise Innovation and Application Services,ERP,1751573
2020,Office of Information and Technology,Enterprise Unified Call Center,Service,5016698
2020,Office of Information and Technology,Enterprise IT Delivery Services,Infrastructure Support Services,12256145
2020,Office of Information and Technology,Enterprise IT Delivery Services,Casino Support-Fiberoptic Infrastructure,0
2020,Office of Information and Technology,Enterprise IT Delivery Services,Customer Support Service,1590996
2020,Office of Information and Technology,Enterprise IT Delivery Services,Information Security,2134897
2020,Office of Information and Technology,Enterprise IT Delivery Services,Server Maintenance,655637
2020,Office of Information and Technology,Enterprise IT Delivery Services,Network Maintenance,841916
2020,Office of Information and Technology,Enterprise IT Delivery Services,Fiber,217805
2020,Office of Information and Technology,Enterprise IT Delivery Services,MHZ,12968630
2020,Office of Information and Technology,Enterprise IT Delivery Services,CitiWatch,0
2020,Office of Information and Technology,Enterprise IT Delivery Services,Hardware and Software Replacement,638998
2020,Office of Information and Technology,Enterprise IT Delivery Services,Computer Aided Dispatch,1929819
2020,Office of Information and Technology,Enterprise IT Delivery Services,COVID Support - Software,0
2020,Office of Neighborhood Safety and Engagement,Criminal Justice Coordination,Sexual Assault Response Team,78635
2020,Office of Neighborhood Safety and Engagement,Criminal Justice Coordination,Supervised Visitation,195463
2020,Office of Neighborhood Safety and Engagement,Criminal Justice Coordination,Human Trafficking,240000
2020,Office of Neighborhood Safety and Engagement,Criminal Justice Coordination,Criminal Justice Administration,329340
2020,Office of Neighborhood Safety and Engagement,Criminal Justice Coordination,Unallocated Appropriation,0
2020,Office of Neighborhood Safety and Engagement,Crime Prevention,HIDTA,0
2020,Office of Neighborhood Safety and Engagement,Crime Prevention,Justice Assistance Grant,1174
2020,Office of Neighborhood Safety and Engagement,Crime Prevention,Safe Streets,5397197
2020,Office of Neighborhood Safety and Engagement,Crime Prevention,ROCA,451828
2020,Office of Neighborhood Safety and Engagement,Crime Prevention,Juvenile Diversion Services,85269
2020,Office of Neighborhood Safety and Engagement,Crime Prevention,Supervised Visitation,16061
2020,Office of Neighborhood Safety and Engagement,Crime Prevention,Neighborhood Safety Administration,448019
2020,Office of Neighborhood Safety and Engagement,Crime Prevention,Casino Support-Community Outreach,0
2020,Office of Neighborhood Safety and Engagement,Crime Prevention,Pimlico Impact Aid-Public Safety,0
2020,Office of Neighborhood Safety and Engagement,Crime Prevention,Unallocated Appropriation,0
2020,Office of Neighborhood Safety and Engagement,CitiWatch,Camera Monitoring and Maintenance,2351779
2020,Office of Neighborhood Safety and Engagement,CitiWatch,Casino Support-Crime Cameras and Lighting,231141
2020,Office of Neighborhood Safety and Engagement,CitiWatch,Gunshot Detection,759500
2020,Office of Neighborhood Safety and Engagement,CitiWatch,Casino Support - Maintenance Reserve,0
2020,Office of Neighborhood Safety and Engagement,CitiWatch,Pimlico Impact Aid - Crime Cameras,0
2020,Office of Neighborhood Safety and Engagement,Coordination of Public Safety Strategy,Executive Direction and Control,777428
2020,Office of Neighborhood Safety and Engagement,Coordination of Public Safety Strategy,Domestic Violence,357355
2020,Office of Neighborhood Safety and Engagement,Coordination of Public Safety Strategy,Grant Management,0
2020,Office of the Inspector General,Inspector General,Inspector General,1660420
2020,Office of the Labor Commissioner,Labor Contract Negotiations and Administration,Labor Relations,820335
2020,Retirees Benefits,Retirees Benefits,Retirees’ Benefits,53261778
2020,Retirees Benefits,Retirees Benefits,OPEB Trust Contribution,0
2020,Selfinsurance Fund,Contribution to SelfInsurance Fund,Property and Reserve,928645
2020,Selfinsurance Fund,Contribution to SelfInsurance Fund,Auto - Animal Liability,597481
2020,Selfinsurance Fund,Contribution to SelfInsurance Fund,General Tort Liability,4297814
2020,Selfinsurance Fund,Contribution to SelfInsurance Fund,Insurance,1701954
2020,Selfinsurance Fund,Contribution to SelfInsurance Fund,Amortization of Unfunded Liability,9814813
2020,Selfinsurance Fund,Contribution to SelfInsurance Fund,Risk Management Administration,8269483
2020,Selfinsurance Fund,Contribution to SelfInsurance Fund,Unemployment Compensation,1073704
2020,Selfinsurance Fund,Contribution to SelfInsurance Fund,Workers’ Compensation,0
2020,Tif Debt Service,TIF Debt Service,Belvedere Square,232056
2020,Tif Debt Service,TIF Debt Service,Clipper Mill,552788
2020,Tif Debt Service,TIF Debt Service,Harborview,567870
2020,Tif Debt Service,TIF Debt Service,Strathdale Manor,490441
2020,Tif Debt Service,TIF Debt Service,Harbor Point,3378464
2020,Tif Debt Service,TIF Debt Service,Mondawmin Mall,832348
2020,Tif Debt Service,TIF Debt Service,North Locust Point,230267
2020,Tif Debt Service,TIF Debt Service,EBDI Phase,4736679
2020,Tif Debt Service,TIF Debt Service,Poppleton,680791
2020,Tif Debt Service,TIF Debt Service,Unallocated,0
2020,Municipal and Zoning Appeals,Board of Municipal  Zoning Appeals,"Zoning, Tax, and Other Appeals",567282
2020,Office of Equity and Civil Rights,Wage Investigation and Enforcement,Administration - Wage Commission,342965
2020,Office of Equity and Civil Rights,Wage Investigation and Enforcement,Disabilities Commission,201274
2020,Office of Equity and Civil Rights,Discrimination Investigations Resolutions and Concilations,"Discrimination Investigations, Resolutions, and Conciliations",1399931
2020,Office of Equity and Civil Rights,Discrimination Investigations Resolutions and Concilations,Unallocated Appropriation,0
2020,Office of Equity and Civil Rights,Police Community Relations,Police Community Relations,512523
2020,Planning,Development Oversight and Project Support,Development Oversight,1032742
2020,Planning,Development Oversight and Project Support,Unallocated Appropriation,0
2020,Planning,Historic Preservation,Historic Preservation,709751
2020,Planning,Historic Preservation,Unallocated Appropriation,0
2020,Planning,Comprehensive Planning and Resource Management,Comprehensive Planning,1640199
2020,Planning,Comprehensive Planning and Resource Management,Casino Support-Planning Studies,0
2020,Planning,Comprehensive Planning and Resource Management,Casino Support-Environmental Education,0
2020,Planning,Comprehensive Planning and Resource Management,Pimlico Impact Aid-PCDA Admin,12739
2020,Planning,Comprehensive Planning and Resource Management,Pimlico Impact Aid-Community Based Projects,828769
2020,Planning,Comprehensive Planning and Resource Management,Unallocated Appropriation,0
2020,Planning,Planning for a Sustainable Baltimore,Sustainability,1433494
2020,Planning,Planning for a Sustainable Baltimore,Resident Food Equity Advisors,5392
2020,Planning,Planning for a Sustainable Baltimore,Healthy Food Priority Area,128668
2020,Planning,Planning for a Sustainable Baltimore,Unallocated Appropriation,0
2020,Planning,Administration  Planning,Administration,1139387
2020,Police,Administration and Information Technology,Departmental Administration,0
2020,Police,Administration and Information Technology,Human Resources Division,2716773
2020,Police,Administration and Information Technology,Fiscal Services Division,2220163
2020,Police,Administration and Information Technology,Administrative Duties Division,17314827
2020,Police,Administration and Information Technology,Grants Section,687157
2020,Police,Administration and Information Technology,Information Technology Division,12130726
2020,Police,Administration and Information Technology,Public Affairs Division,1399465
2020,Police,Administration and Information Technology,Non-Actuarial Retirement Benefits,536245
2020,Police,Administration and Information Technology,Office of the Police Commissioner,12547830
2020,Police,Administration and Information Technology,Legal Affairs,3827868
2020,Police,Administration and Information Technology,Equal Opportunity and Diversity Section,397141
2020,Police,Administration and Information Technology,Asset Management,5364272
2020,Police,Administration and Information Technology,Employee Health and Wellness,669365
2020,Police,Administration and Information Technology,Administrative Duties Division,0
2020,Police,Administration and Information Technology,Building Security,0
2020,Police,Administration and Information Technology,Central Records Keeping,0
2020,Police,Administration and Information Technology,Quartermaster,0
2020,Police,Administration and Information Technology,Executive Protection,0
2020,Police,Administration and Information Technology,Unallocated Appropriation,0
2020,Police,Police Patrol,Stimulus COPS,1953945
2020,Police,Police Patrol,General Street Patrol,17849033
2020,Police,Police Patrol,Casino Support-Police Coverage,1534811
2020,Police,Police Patrol,Patrol Administration,22458920
2020,Police,Police Patrol,Southern District,19142894
2020,Police,Police Patrol,Central District,15679809
2020,Police,Police Patrol,Northwestern District,17413899
2020,Police,Police Patrol,Northern District,16490527
2020,Police,Police Patrol,Eastern District,14070875
2020,Police,Police Patrol,Southeastern District,17936898
2020,Police,Police Patrol,Northeastern District,19471275
2020,Police,Police Patrol,Western District,13229121
2020,Police,Police Patrol,Southwestern District,18000872
2020,Police,Police Patrol,Mobile Metro Unit,8247855
2020,Police,Police Patrol,District Investigations,0
2020,Police,Police Patrol,Community Intelligence Centers,0
2020,Police,Crime Investigation,Criminal Investigation Administration,12007722
2020,Police,Crime Investigation,Special Investigative Section,11044497
2020,Police,Crime Investigation,Sex Offense Registry,119731
2020,Police,Crime Investigation,Homicide - Robbery Section,17026938
2020,Police,Crime Investigation,Family Violence,70928
2020,Police,Crime Investigation,Regional Auto Theft Taskforce - Auto Crimes,0
2020,Police,Crime Investigation,Drug Enforcement Section,0
2020,Police,Crime Investigation,Anti-Crime Section,0
2020,Police,Crime Investigation,Gun Violence Reduction,0
2020,Police,Crime Investigation,Warrant Apprehension Task Force,0
2020,Police,Crime Investigation,Target Violent Criminals,0
2020,Police,Homeland Security  Intelligence,Operational Intelligence Section,5166356
2020,Police,Homeland Security  Intelligence,Analytical Intelligence,10668823
2020,Police,Homeland Security  Intelligence,Watch Center,0
2020,Police,Police Internal Affairs,Internal Investigation Section,14316763
2020,Police,Police Internal Affairs,Special Investigation Response Team,0
2020,Police,Police Internal Affairs,Ethics,0
2020,Police,Police Recruiting and Training,Education and Training Section,17132836
2020,Police,Police Recruiting and Training,Recruitment-Sworn,6918023
2020,Police,Police Recruiting and Training,New Recruits,0
2020,Police,Crime Laboratory,Crime Laboratory,15570436
2020,Police,Crime Laboratory,Evidence Control Unit,4279068
2020,Police,Crime Laboratory,Crime Scene,0
2020,Police,NA,Education and Training Section,0
2020,Police,NA,Planning and Research,0
2020,Police,NA,Information Technology Division,0
2020,Police,NA,Performance Standards Division,0
2020,Police,NA,Body Cameras,0
2020,Police,NA,Consent Decree Division,0
2020,Police,NA,Special Weapons and Tactics (SWAT),0
2020,Police,NA,Emergency Service - Bomb Unit,0
2020,Police,NA,K- Unit,0
2020,Police,NA,Marine Unit,0
2020,Police,NA,Aviation,0
2020,Police,NA,Traffic Section,0
2020,Police,NA,Traffic Safety,0
2020,Police,NA,Crossing Guard Reimbursement,0
2020,Police,NA,Secondary Employment - Special Events,0
2020,Police,NA,Mobile Metro Unit,0
2020,Police,NA,Community and Youth Services,0
2020,Police,NA,Police Dispatch,0
2020,Police,NA,Communications Operations,0
2020,Police,NA,Central and Juvenile Booking,0
2020,Public Works,Administration  DPW  SW,Administration - DPW - SW,2030521
2020,Public Works,Public RightofWay Cleaning,Casino Support-Cleaning Waterways,87955
2020,Public Works,Public RightofWay Cleaning,Marine Operations,1868828
2020,Public Works,Public RightofWay Cleaning,Cleaning of Business Districts,1937483
2020,Public Works,Public RightofWay Cleaning,Street and Alley Cleaning,11627675
2020,Public Works,Public RightofWay Cleaning,Mechanical Sweeping Operation,4760796
2020,Public Works,Public RightofWay Cleaning,Casino Support-Sanitation Staffing,449648
2020,Public Works,Public RightofWay Cleaning,Graffiti Removal,712695
2020,Public Works,Public RightofWay Cleaning,Unallocated Appropriation,0
2020,Public Works,VacantAbandoned Property Cleaning and Boarding,Vacant - Abandoned Property Cleaning and Boarding,10254715
2020,Public Works,VacantAbandoned Property Cleaning and Boarding,Rat Control,1055345
2020,Public Works,Waste Removal and Recycling,Household Hazardous Waste Disposal,120601
2020,Public Works,Waste Removal and Recycling,Mixed Refuse Collection,25004450
2020,Public Works,Waste Removal and Recycling,Recycling Administration,756663
2020,Public Works,Waste Removal and Recycling,Bulk Trash Collection,1126149
2020,Public Works,Waste Removal and Recycling,Condominium Collections,1785327
2020,Public Works,Waste Removal and Recycling,Municipal Can Program,1951422
2020,Public Works,Waste Removal and Recycling,COVID Support - Solid Waste,0
2020,Public Works,Waste Removal and Recycling,Unallocated Appropriation,0
2020,Public Works,Waste ReUse and Disposal,Wheelabrator Disposal,10301831
2020,Public Works,Waste ReUse and Disposal,Single-Stream Recycling,1934382
2020,Public Works,Waste ReUse and Disposal,Landfill Operation,4491781
2020,Public Works,Waste ReUse and Disposal,Landfill Closure,925720
2020,Public Works,Waste ReUse and Disposal,Landfill Development,5669143
2020,Public Works,Waste ReUse and Disposal,Northwest Transfer Station Operation,1841656
2020,Public Works,Administration  DPW  WWW,DPW Overhead,0
2020,Public Works,Administration  DPW  WWW,City Overhead,18841910
2020,Public Works,Administration  DPW  WWW,Administration,16610072
2020,Public Works,Administration  DPW  WWW,Utility Safety,0
2020,Public Works,Administration  DPW  WWW,Utility Inventory Management,0
2020,Public Works,Administration  DPW  WWW,Career Mentorship Program,0
2020,Public Works,Administration  DPW  WWW,Modified Consent Decree,0
2020,Public Works,Administration  DPW  WWW,Equity and Environmental Justice,0
2020,Public Works,Administration  DPW  WWW,Compliance and Quality Control,0
2020,Public Works,Administration  DPW  WWW,Emergency Response and Preparedness,0
2020,Public Works,Water Management,Baltimore City Operations and Maintenance,7667063
2020,Public Works,Water Management,Baltimore City Operations and Maintenance - Westside,306986
2020,Public Works,Water Management,Baltimore County Operations and Maintenance,6039295
2020,Public Works,Water Management,Baltimore County Operations and Maintenance - Westside,573766
2020,Public Works,Water Management,Chlorinator Stations,2543362
2020,Public Works,Water Management,Reservoirs and Tanks Operations and Maintenance,360440
2020,Public Works,Water Management,Water Conservation - Baltimore City,2071063
2020,Public Works,Water Management,Water Conservation - Baltimore County,2168461
2020,Public Works,Water Management,Water Facilities Administration,731189
2020,Public Works,Water Management,Water Filtration Plants,24304761
2020,Public Works,Water Management,Water Maintenance Administration,4203043
2020,Public Works,Water Management,Water Paving Cuts,5595461
2020,Public Works,Water Management,Water Pumping Stations,9678332
2020,Public Works,Water Management,Water Quality Control,2285791
2020,Public Works,Water Management,Water Storeroom and Yards Operations and Maintenance,1881171
2020,Public Works,Water Management,"Watershed Maintenance, Natural Resources and Security",2349287
2020,Public Works,Water Management,Watershed Safety,1374526
2020,Public Works,Water Management,Communication Center,1132982
2020,Public Works,Water Management,Preventive Maintenance - Baltimore City,0
2020,Public Works,Water Management,Preventive Maintenance - Baltimore County,0
2020,Public Works,Water Management,Unallocated Appropriation,0
2020,Public Works,Water and Wastewater Consumer Services,Meter Operations City,4400882
2020,Public Works,Water and Wastewater Consumer Services,Meter Operations County,2867183
2020,Public Works,Water and Wastewater Consumer Services,Meter Operations Administration,1111339
2020,Public Works,Water and Wastewater Consumer Services,Utility Billing,13746768
2020,Public Works,Water and Wastewater Consumer Services,Work Control Center,689719
2020,Public Works,Water and Wastewater Consumer Services,Communication Center,182570
2020,Public Works,Wastewater Management,Back River WWTP Maintenance,11684384
2020,Public Works,Wastewater Management,Backriver Wastewater Treatment Plant,37346849
2020,Public Works,Wastewater Management,Computer Services - Process Control,1001781
2020,Public Works,Wastewater Management,Inflow and Infiltration,2308336
2020,Public Works,Wastewater Management,Laboratory Services,3146381
2020,Public Works,Wastewater Management,Maintenance and Repair of Sanitary Systems,10369675
2020,Public Works,Wastewater Management,Patapsco Wastewater Treatment Plant,27497923
2020,Public Works,Wastewater Management,Patapsco WWTP Maintenance,8486123
2020,Public Works,Wastewater Management,Pollution Control,1947653
2020,Public Works,Wastewater Management,Wastewater Facilities Administration,1423945
2020,Public Works,Wastewater Management,Wastewater Pumping Stations,3673139
2020,Public Works,Wastewater Management,Wastewater Pumping Stations Maintenance,999256
2020,Public Works,Wastewater Management,Preventive Maintenance - Sanitary System,2290219
2020,Public Works,Wastewater Management,Unallocated Appropriation,0
2020,Public Works,Surface Water Management,Maintenance and Repair of Stormwater Systems,4836832
2020,Public Works,Surface Water Management,Waterway Maintenance,388200
2020,Public Works,Surface Water Management,Water Quality Monitoring and Inspections,1727680
2020,Public Works,Surface Water Management,Watershed Liaison,427457
2020,Public Works,Surface Water Management,Surface Water Engineering,1298672
2020,Public Works,Surface Water Management,Administration,1181990
2020,Public Works,Surface Water Management,Flood Warning,38119
2020,Public Works,Surface Water Management,Debt Service,5746137
2020,Public Works,Surface Water Management,Plans Review,1749595
2020,Public Works,Surface Water Management,Environmental Affairs Section,13595
2020,Public Works,Surface Water Management,Preventive Maintenance,354211
2020,Public Works,Surface Water Management,Maintenance Information,624013
2020,Public Works,Surface Water Management,Planning and Analysis,0
2020,Public Works,Surface Water Management,Unallocated Appropriation,0
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Wastewater Engineering,920212
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Wastewater Facilities Engineering,1054194
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Wastewater Facilities Inspection,720536
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Wastewater Utility Inspection,1002230
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Water Engineering,1007486
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Water Facilities Engineering,346790
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Water Facilities Inspection,1077714
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Water Utility Inspection,529220
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Utility Debt Service - Wastewater,88367722
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Utility Debt Service - Water,67696230
2020,Public Works,Engineering and Construction Management  Water and Wastewater,GIS Lab,538829
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Water Utility Markings,0
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Asset Management Administration,255730
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Preventive Maintenance,1380847
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Maintenance Information,521638
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Planning and Analysis,2220995
2020,Public Works,Engineering and Construction Management  Water and Wastewater,Water Analyzer Office,0
2020,Public Works,Administration  DPW,Administration,2271162
2020,Public Works,Administration  DPW,Human Resources,1753506
2020,Public Works,Administration  DPW,Fiscal Administration,1855966
2020,Public Works,Administration  DPW,Computer Services,840221
2020,Public Works,Administration  DPW,Boards and Commissions,470800
2020,Public Works,Administration  DPW,Contract Administration,933917
2020,Public Works,Administration  DPW,Legislative Affairs,396214
2020,Public Works,Administration  DPW,Communications and Community Affairs,766400
2020,Public Works,Administration  DPW,"Safety, Training, Emergency Mgmt and Security (STEMS)",1232852
2020,Public Works,Administration  DPW,Office of Strategy And Performance (OSAP),513474
2020,Public Works,Administration  DPW,Office of Legal and Regulatory Affairs,429869
2020,Recreation and Parks,Administration  Rec and Parks,Director’s Office,972375
2020,Recreation and Parks,Administration  Rec and Parks,Engineering Services,1918696
2020,Recreation and Parks,Administration  Rec and Parks,Information Technology,362992
2020,Recreation and Parks,Administration  Rec and Parks,Fiscal Services,990006
2020,Recreation and Parks,Administration  Rec and Parks,Personnel Services,694119
2020,Recreation and Parks,Administration  Rec and Parks,Office of Development and Media Services,309721
2020,Recreation and Parks,Administration  Rec and Parks,Administration Building,305858
2020,Recreation and Parks,Administration  Rec and Parks,Office of Partnerships,147938
2020,Recreation and Parks,Administration  Rec and Parks,Security Risk and Fleet Management,286564
2020,Recreation and Parks,Aquatics,Aquatics Administration,1212758
2020,Recreation and Parks,Aquatics,Park Pools,589119
2020,Recreation and Parks,Aquatics,Indoor Pools,732679
2020,Recreation and Parks,Aquatics,Walk-to Pools,222430
2020,Recreation and Parks,Park Maintenance,Parks Administration,709841
2020,Recreation and Parks,Park Maintenance,Casino Support-Carroll Park District Operations,0
2020,Recreation and Parks,Park Maintenance,Natural Resources Management,6047837
2020,Recreation and Parks,Park Maintenance,Turf Management,0
2020,Recreation and Parks,Park Maintenance,Carroll Park District,1091342
2020,Recreation and Parks,Park Maintenance,Clifton Park District,905517
2020,Recreation and Parks,Park Maintenance,Druid Hill Park District,1253347
2020,Recreation and Parks,Park Maintenance,Gwynns Falls District,1786851
2020,Recreation and Parks,Park Maintenance,Patterson Park District,984805
2020,Recreation and Parks,Park Maintenance,Unallocated Appropriation,0
2020,Recreation and Parks,Youth and Adult Sports,Youth and Adult Sports Administration,145618
2020,Recreation and Parks,Youth and Adult Sports,Division of Youth and Adult Sports,748689
2020,Recreation and Parks,Community Recreation Centers,Recreation Administration,1258394
2020,Recreation and Parks,Community Recreation Centers,Recreation Centers,2134219
2020,Recreation and Parks,Community Recreation Centers,Cahill,209488
2020,Recreation and Parks,Community Recreation Centers,Curtis Bay,204543
2020,Recreation and Parks,Community Recreation Centers,DeWees,269227
2020,Recreation and Parks,Community Recreation Centers,Edgewood - Lyndhurst,237597
2020,Recreation and Parks,Community Recreation Centers,Greenmount,345189
2020,Recreation and Parks,Community Recreation Centers,Herring Run,193137
2020,Recreation and Parks,Community Recreation Centers,Locust Point,235730
2020,Recreation and Parks,Community Recreation Centers,Madison Square,333096
2020,Recreation and Parks,Community Recreation Centers,Medfield,435644
2020,Recreation and Parks,Community Recreation Centers,Morrell Park,228797
2020,Recreation and Parks,Community Recreation Centers,Oliver,218156
2020,Recreation and Parks,Community Recreation Centers,Patapsco - Cherry Hill,79419
2020,Recreation and Parks,Community Recreation Centers,Samuel F. B. Morse,172593
2020,Recreation and Parks,Community Recreation Centers,Chick Webb,299393
2020,Recreation and Parks,Community Recreation Centers,CC Jackson,380370
2020,Recreation and Parks,Community Recreation Centers,Farring-Baybrook Therapeutic,322691
2020,Recreation and Parks,Community Recreation Centers,Clifton Park - Rita Church,446116
2020,Recreation and Parks,Community Recreation Centers,Patterson Park,313677
2020,Recreation and Parks,Community Recreation Centers,Roosevelt,290994
2020,Recreation and Parks,Community Recreation Centers,Solo Gibbs,148297
2020,Recreation and Parks,Community Recreation Centers,Bentalou,287149
2020,Recreation and Parks,Community Recreation Centers,Carroll F. Cook,270253
2020,Recreation and Parks,Community Recreation Centers,Ella Bailey,106280
2020,Recreation and Parks,Community Recreation Centers,Fred B. Leidig,251787
2020,Recreation and Parks,Community Recreation Centers,Ft. Worthington,71732
2020,Recreation and Parks,Community Recreation Centers,Gardenville,226672
2020,Recreation and Parks,Community Recreation Centers,James D. Gross,229153
2020,Recreation and Parks,Community Recreation Centers,James McHenry,201547
2020,Recreation and Parks,Community Recreation Centers,Lakeland,224058
2020,Recreation and Parks,Community Recreation Centers,Mary E. Rodman,262286
2020,Recreation and Parks,Community Recreation Centers,Mora Crossman,142482
2020,Recreation and Parks,Community Recreation Centers,Mt. Royal,305483
2020,Recreation and Parks,Community Recreation Centers,Northwood,301861
2020,Recreation and Parks,Community Recreation Centers,Robert C. Marshall,315848
2020,Recreation and Parks,Community Recreation Centers,Woodhome,277050
2020,Recreation and Parks,Community Recreation Centers,Coldstream,225201
2020,Recreation and Parks,Community Recreation Centers,Collington Square,83166
2020,Recreation and Parks,Community Recreation Centers,Cecil-Kirk,308467
2020,Recreation and Parks,Community Recreation Centers,Lillian Jones,316230
2020,Recreation and Parks,Community Recreation Centers,Capital Improvements,0
2020,Recreation and Parks,Community Recreation Centers,Parkview,162529
2020,Recreation and Parks,Community Recreation Centers,Walter P. Carter,0
2020,Recreation and Parks,Special Facilities Management  Recreation,Mount Pleasant Ice Rink,452252
2020,Recreation and Parks,Special Facilities Management  Recreation,Du Burns Arena,12898
2020,Recreation and Parks,Special Facilities Management  Recreation,North West Driving Range,13773
2020,Recreation and Parks,Special Facilities Management  Recreation,Mimi DiPietro Ice Rink,276856
2020,Recreation and Parks,Special Facilities Management  Recreation,Shake and Bake,705600
2020,Recreation and Parks,Special Facilities Management  Recreation,Middle Branch Water Resource Center,175616
2020,Recreation and Parks,Special Facilities Management  Recreation,William Myers Indoor Soccer Pavilion,212409
2020,Recreation and Parks,Special Facilities Management  Recreation,Carrie Murray Nature Center,497472
2020,Recreation and Parks,Horticulture,Cylburn Arboretum,173284
2020,Recreation and Parks,Horticulture,Horticulture,1349441
2020,Recreation and Parks,Horticulture,City Farms,14177
2020,Recreation and Parks,Horticulture,Rawlings Conservatory,165164
2020,Recreation and Parks,Recreation for Seniors,Recreation for Seniors,455282
2020,Recreation and Parks,Therapeutic Recreation,Therapeutic Recreation,302687
2020,Recreation and Parks,Park Programs  Events,Permits Administration,443164
2020,Recreation and Parks,Park Programs  Events,Park Rangers,129407
2020,Recreation and Parks,Park Programs  Events,Bureau of Music and Special Events,286911
2020,Recreation and Parks,Park Programs  Events,Outdoor Recreation,92831
2020,Recreation and Parks,Urban Forestry,Natural Resources Management,1498910
2020,Recreation and Parks,Urban Forestry,Street Tree Planting and Maintenance,3429447
2020,Recreation and Parks,Urban Forestry,Camp Small,155538
2020,Sheriff,Courthouse Security,Courthouse Security,3799895
2020,Sheriff,Courthouse Security,State Pension Payment,526502
2020,Sheriff,Deputy Sheriff Enforcement,Deputy Sheriff Enforcement,8364201
2020,Sheriff,Deputy Sheriff Enforcement,State Pension Payment,1726981
2020,Sheriff,Deputy Sheriff Enforcement,Shared Assets,0
2020,Sheriff,Deputy Sheriff Enforcement,Unallocated Appropriation,0
2020,Sheriff,Service of Protective and Peace Orders,State Pension Payment,397774
2020,Sheriff,Service of Protective and Peace Orders,Domestic Violence Unit,1672744
2020,Sheriff,District Court Sheriff Services,District Court Division,1948585
2020,Sheriff,District Court Sheriff Services,State Pension Payment,487285
2020,Sheriff,Child Support Enforcement,Child Support Enforcement,973657
2020,Sheriff,Child Support Enforcement,State Pension Payment,196737
2020,Sheriff,Child Support Enforcement,Unallocated Appropriation,0
2020,States Attorney,Prosecution of Criminals,Charging,4969242
2020,States Attorney,Prosecution of Criminals,Circuit Court,15261344
2020,States Attorney,Prosecution of Criminals,District Court,6100661
2020,States Attorney,Prosecution of Criminals,Juvenile Services,2617300
2020,States Attorney,Prosecution of Criminals,Special Victims Unit,2783583
2020,States Attorney,Prosecution of Criminals,Aim to B’More,34414
2020,States Attorney,Prosecution of Criminals,SAO Baltimore Community Intelligence Centers,0
2020,States Attorney,Prosecution of Criminals,Expungement Unit,392993
2020,States Attorney,Prosecution of Criminals,HIDTA - Targeting Initiative,0
2020,States Attorney,Prosecution of Criminals,Unallocated Appropriation,0
2020,States Attorney,Prosecution of Criminals,Asset Forfeiture,0
2020,States Attorney,Administration  States Attorney,Direction and Control,4215371
2020,States Attorney,Administration  States Attorney,Management Information Services,558036
2020,States Attorney,Administration  States Attorney,Body Cameras,1522449
2020,States Attorney,Victim and Witness Services,Victim and Witness Services,2962086
2020,Transportation,Street Lighting,Administration,228093
2020,Transportation,Street Lighting,Engineering,101324
2020,Transportation,Street Lighting,Lighting Operations,15505246
2020,Transportation,Street Lighting,Lighting Maintenance and Repair,5182484
